,AnimalID,Date,OutcomeType,AnimalType,SexuponOutcome,Color,AgeOutcomeDays
7467,A664350,2013-10-03,Return_to_owner,Dog,Neutered Male,Brownish,1095
7468,A689916,2014-10-15,Adoption,Cat,Neutered Male,Brownish,60
7469,A701296,2015-04-27,Transfer,Cat,Intact Female,Brownish,14
7470,A720804,2016-02-16,Return_to_owner,Dog,Spayed Female,Blackish,1460
7471,A645075,2014-11-25,Euthanasia,Dog,Intact Male,Brownish,2190
7472,A666429,2013-11-12,Return_to_owner,Dog,Spayed Female,Other,2555
7473,A677234,2014-04-23,Return_to_owner,Dog,Neutered Male,Other,1095
7474,A714527,2015-10-25,Return_to_owner,Dog,Spayed Female,Brownish,2920
7475,A669785,2013-12-31,Euthanasia,Cat,Intact Male,Brownish,730
7476,A719418,2016-01-29,Transfer,Cat,Spayed Female,Whitish,180
7477,A681795,2014-06-24,Transfer,Dog,Intact Female,Other,90
7478,A704365,2015-07-08,Adoption,Cat,Spayed Female,Whitish,90
7479,A707683,2015-08-24,Adoption,Cat,Neutered Male,Blackish,60
7480,A694781,2015-01-05,Return_to_owner,Dog,Spayed Female,Whitish,60
7481,A692395,2014-11-19,Return_to_owner,Dog,Neutered Male,Brownish,730
7482,A671186,2014-01-24,Transfer,Dog,Neutered Male,Blackish,365
7483,A650144,2014-01-09,Return_to_owner,Dog,Neutered Male,Other,1460
7484,A705782,2015-06-23,Transfer,Cat,Intact Female,Whitish,14
7485,A696559,2015-04-10,Adoption,Dog,Spayed Female,Whitish,90
7486,A672175,2015-11-12,Return_to_owner,Dog,Spayed Female,Blackish,365
7487,A676922,2014-04-19,Adoption,Dog,Neutered Male,Brownish,150
7488,A694660,2015-01-01,Return_to_owner,Dog,Neutered Male,Blackish,1825
7489,A707708,2015-07-19,Return_to_owner,Dog,Spayed Female,Brownish,730
7490,A667873,2014-06-21,Return_to_owner,Dog,Neutered Male,Brownish,365
7491,A705112,2015-06-25,Return_to_owner,Dog,Intact Female,Whitish,1095
7492,A710141,2015-08-25,Transfer,Dog,Spayed Female,Other,1460
7493,A680414,2014-07-08,Adoption,Cat,Neutered Male,Blueish,60
7494,A665151,2013-10-14,Transfer,Dog,Intact Female,Other,28
7495,A685171,2014-08-07,Transfer,Dog,Intact Male,Brownish,365
7496,A712770,2015-09-28,Euthanasia,Cat,Neutered Male,Blackish,1825
7497,A494170,2015-10-06,Return_to_owner,Dog,Neutered Male,Other,2920
7498,A706211,2015-10-02,Adoption,Cat,Neutered Male,Orangeish,150
7499,A695188,2016-01-02,Adoption,Dog,Neutered Male,Blackish,365
7500,A699197,2016-01-18,Adoption,Dog,Spayed Female,Brownish,3650
7501,A709648,2015-08-12,Transfer,Cat,Intact Female,Other,300
7502,A615846,2014-03-21,Return_to_owner,Cat,Spayed Female,Other,1460
7503,A710195,2015-08-20,Transfer,Cat,Intact Male,Blackish,90
7504,A706529,2015-06-30,Euthanasia,Cat,Neutered Male,Orangeish,1460
7505,A688028,2015-01-09,Euthanasia,Dog,Neutered Male,Brownish,730
7506,A699943,2015-04-09,Adoption,Dog,Spayed Female,Blackish,365
7507,A718423,2016-01-02,Transfer,Dog,Intact Female,Blackish,150
7508,A681413,2014-07-02,Adoption,Dog,Spayed Female,Blackish,730
7509,A719998,2016-02-05,Died,Cat,Neutered Male,Orangeish,1095
7510,A696278,2015-02-14,Euthanasia,Dog,Intact Male,Brownish,730
7511,A666976,2014-01-02,Adoption,Cat,Neutered Male,Orangeish,90
7512,A709233,2015-08-07,Transfer,Cat,Unknown,Whitish,365
7513,A675226,2014-07-06,Adoption,Dog,Neutered Male,Other,365
7514,A678301,2014-05-07,Transfer,Cat,Intact Female,Orangeish,21
7515,A649442,2014-07-06,Return_to_owner,Dog,Spayed Female,Other,2190
7516,A719138,2016-01-17,Adoption,Dog,Neutered Male,Other,1095
7517,A681460,2014-06-26,Return_to_owner,Dog,Spayed Female,Brownish,3650
7518,A710727,2015-10-28,Adoption,Cat,Spayed Female,Other,60
7519,A662822,2013-11-06,Transfer,Cat,Spayed Female,Other,60
7520,A657188,2014-01-26,Adoption,Cat,Neutered Male,Brownish,5110
7521,A705683,2015-06-24,Transfer,Cat,Spayed Female,Blackish,60
7522,A719465,2016-01-25,Adoption,Dog,Spayed Female,Other,150
7523,A664770,2013-10-13,Adoption,Dog,Spayed Female,Blueish,90
7524,A700589,2015-04-16,Transfer,Cat,Unknown,Orangeish,1
7525,A706463,2015-06-29,Transfer,Cat,Unknown,Brownish,7
7526,A717055,2015-12-02,Return_to_owner,Dog,Neutered Male,Other,1095
7527,A711835,2015-09-17,Transfer,Dog,Intact Male,Blackish,30
7528,A718844,2016-01-12,Adoption,Dog,Spayed Female,Other,2190
7529,A691114,2014-11-23,Adoption,Dog,Neutered Male,Blackish,180
7530,A679212,2014-05-19,Euthanasia,Cat,Intact Female,Other,14
7531,A672181,2014-02-06,Adoption,Cat,Neutered Male,Blackish,120
7532,A709904,2015-08-18,Return_to_owner,Dog,Intact Male,Other,2190
7533,A679862,2014-06-19,Transfer,Cat,Neutered Male,Blueish,730
7534,A671667,2014-02-08,Return_to_owner,Dog,Spayed Female,Brownish,2920
7535,A711245,2015-09-05,Transfer,Cat,Intact Male,Orangeish,150
7536,A693241,2014-12-07,Return_to_owner,Dog,Spayed Female,Other,210
7537,A694594,2015-01-04,Adoption,Dog,Spayed Female,Blackish,270
7538,A716526,2015-12-10,Adoption,Cat,Spayed Female,Blackish,60
7539,A703487,2015-06-09,Return_to_owner,Dog,Neutered Male,Blackish,1095
7540,A690443,2014-11-25,Transfer,Cat,Spayed Female,Other,730
7541,A683406,2014-10-12,Adoption,Cat,Neutered Male,Brownish,90
7542,A674418,2014-03-23,Return_to_owner,Dog,Neutered Male,Brownish,365
7543,A671380,2014-01-23,Euthanasia,Dog,Neutered Male,Whitish,3650
7544,A714824,2015-11-27,Adoption,Dog,Neutered Male,Blackish,1095
7545,A708193,2015-07-28,Adoption,Dog,Neutered Male,Whitish,365
7546,A690060,2014-10-24,Adoption,Dog,Neutered Male,Blueish,270
7547,A671516,2014-02-05,Return_to_owner,Dog,Neutered Male,Blackish,1825
7548,A697407,2015-02-27,Adoption,Dog,Spayed Female,Brownish,30
7549,A569032,2015-05-29,Return_to_owner,Dog,Neutered Male,Other,1825
7550,A679766,2014-05-27,Return_to_owner,Dog,Intact Female,Brownish,365
7551,A697617,2015-08-24,Adoption,Dog,Neutered Male,Blackish,300
7552,A684529,2014-07-29,Adoption,Dog,Spayed Female,Brownish,210
7553,A709466,2015-08-13,Return_to_owner,Dog,Spayed Female,Blackish,730
7554,A718739,2016-01-12,Transfer,Dog,Neutered Male,Other,730
7555,A695247,2015-01-14,Return_to_owner,Dog,Neutered Male,Brownish,1095
7556,A720176,2016-02-08,Transfer,Cat,Intact Male,Brownish,1460
7557,A671787,2014-03-13,Return_to_owner,Dog,Spayed Female,Blackish,365
7558,A688404,2014-09-27,Transfer,Cat,Intact Female,Blackish,28
7559,A621341,2015-09-16,Return_to_owner,Dog,Neutered Male,Brownish,2555
7560,A700143,2015-04-20,Transfer,Dog,Spayed Female,Whitish,730
7561,A676809,2014-04-18,Transfer,Dog,Intact Female,Other,1095
7562,A705993,2015-06-23,Transfer,Cat,Unknown,Whitish,14
7563,A668540,2013-12-17,Transfer,Cat,Spayed Female,Blackish,365
7564,A287217,2014-10-31,Return_to_owner,Cat,Spayed Female,Blackish,4380
7565,A679999,2014-05-29,Transfer,Cat,Intact Male,Orangeish,365
7566,A682877,2014-07-12,Transfer,Cat,Intact Female,Brownish,30
7567,A715289,2015-11-08,Adoption,Dog,Spayed Female,Blackish,2190
7568,A666762,2014-04-04,Adoption,Cat,Neutered Male,Blackish,180
7569,A712187,2015-09-27,Adoption,Cat,Neutered Male,Brownish,60
7570,A666672,2013-11-10,Adoption,Dog,Spayed Female,Other,240
7571,A679670,2014-10-10,Transfer,Dog,Neutered Male,Brownish,1095
7572,A720857,2016-02-18,Return_to_owner,Cat,Spayed Female,Other,730
7573,A704118,2015-06-15,Euthanasia,Cat,Intact Male,Orangeish,30
7574,A711196,2015-09-13,Adoption,Dog,Spayed Female,Whitish,1825
7575,A707123,2015-08-09,Return_to_owner,Dog,Spayed Female,Blackish,1825
7576,A710999,2015-09-01,Transfer,Cat,Unknown,Brownish,150
7577,A687261,2014-09-03,Transfer,Dog,Neutered Male,Other,180
7578,A688652,2014-11-10,Adoption,Cat,Spayed Female,Other,60
7579,A720101,2016-02-07,Adoption,Dog,Neutered Male,Brownish,365
7580,A681059,2014-07-07,Adoption,Cat,Spayed Female,Brownish,90
7581,A668017,2014-04-05,Transfer,Dog,Spayed Female,Blackish,240
7582,A689280,2014-11-05,Adoption,Dog,Neutered Male,Whitish,180
7583,A702025,2015-07-09,Adoption,Cat,Neutered Male,Blackish,60
7584,A703730,2015-07-18,Adoption,Cat,Neutered Male,Blackish,60
7585,A711056,2015-09-26,Transfer,Dog,Neutered Male,Other,2190
7586,A701442,2015-10-19,Adoption,Dog,Neutered Male,Brownish,365
7587,A667969,2013-11-29,Transfer,Dog,Intact Female,Brownish,150
7588,A698581,2015-03-14,Euthanasia,Dog,Neutered Male,Brownish,1460
7589,A719804,2016-02-01,Return_to_owner,Dog,Spayed Female,Other,300
7590,A694134,2014-12-24,Adoption,Dog,Neutered Male,Brownish,365
7591,A703555,2015-05-28,Return_to_owner,Dog,Neutered Male,Whitish,730
7592,A678728,2014-05-23,Adoption,Dog,Spayed Female,Whitish,365
7593,A665303,2013-10-17,Transfer,Cat,Neutered Male,Blackish,2190
7594,A712359,2015-09-22,Transfer,Cat,Intact Male,Other,7
7595,A677840,2014-05-04,Adoption,Dog,Neutered Male,Other,1460
7596,A669183,2013-12-18,Adoption,Dog,Spayed Female,Blackish,60
7597,A667333,2013-12-21,Return_to_owner,Dog,Spayed Female,Brownish,300
7598,A701150,2015-06-25,Adoption,Dog,Neutered Male,Other,60
7599,A700820,2015-04-21,Return_to_owner,Dog,Neutered Male,Blackish,730
7600,A688884,2014-09-29,Adoption,Dog,Neutered Male,Whitish,210
7601,A688783,2014-09-24,Transfer,Cat,Intact Male,Blackish,180
7602,A720547,2016-02-12,Return_to_owner,Dog,Neutered Male,Brownish,365
7603,A672105,2014-02-13,Return_to_owner,Dog,Neutered Male,Other,1825
7604,A669983,2014-01-02,Return_to_owner,Dog,Spayed Female,Other,2190
7605,A704809,2015-06-09,Transfer,Cat,Unknown,Blackish,21
7606,A705442,2015-06-17,Transfer,Cat,Unknown,Brownish,2
7607,A692421,2014-11-20,Transfer,Dog,Intact Male,Other,365
7608,A694891,2015-01-10,Adoption,Dog,Spayed Female,Brownish,60
7609,A701723,2015-05-03,Transfer,Cat,Unknown,Other,0
7610,A708058,2015-07-23,Transfer,Cat,Intact Female,Other,365
7611,A711624,2015-10-29,Transfer,Dog,Neutered Male,Whitish,730
7612,A682481,2014-06-28,Transfer,Cat,Unknown,Blackish,1
7613,A693511,2014-12-30,Adoption,Dog,Spayed Female,Other,1825
7614,A680490,2014-07-12,Adoption,Cat,Spayed Female,Other,90
7615,A719903,2016-02-03,Adoption,Dog,Intact Female,Brownish,730
7616,A701691,2015-05-15,Euthanasia,Dog,Intact Male,Other,730
7617,A715145,2015-11-05,Return_to_owner,Dog,Neutered Male,Brownish,1825
7618,A718694,2016-01-10,Adoption,Dog,Neutered Male,Brownish,365
7619,A713461,2015-12-12,Transfer,Dog,Spayed Female,Brownish,1825
7620,A669467,2014-01-01,Return_to_owner,Dog,Neutered Male,Brownish,1825
7621,A707388,2015-07-18,Transfer,Dog,Neutered Male,Whitish,300
7622,A699020,2015-03-22,Transfer,Dog,Intact Female,Brownish,14
7623,A711787,2015-09-21,Transfer,Cat,Neutered Male,Orangeish,150
7624,A676094,2014-04-10,Transfer,Dog,Neutered Male,Blackish,3650
7625,A664222,2013-11-18,Adoption,Dog,Spayed Female,Blackish,210
7626,A695288,2015-01-17,Adoption,Cat,Spayed Female,Blueish,730
7627,A705168,2015-06-21,Adoption,Cat,Neutered Male,Other,180
7628,A668400,2013-12-07,Adoption,Dog,Neutered Male,Whitish,730
7629,A685486,2014-08-08,Adoption,Dog,Intact Male,Blueish,365
7630,A687822,2014-09-13,Return_to_owner,Dog,Neutered Male,Brownish,730
7631,A698329,2015-03-14,Euthanasia,Cat,Spayed Female,Other,1095
7632,A708893,2015-08-29,Transfer,Cat,Spayed Female,Other,120
7633,A610815,2015-05-20,Return_to_owner,Dog,Spayed Female,Blackish,5475
7634,A704059,2015-06-16,Adoption,Dog,Neutered Male,Whitish,1460
7635,A683464,2014-07-21,Transfer,Dog,Intact Male,Whitish,21
7636,A635766,2014-01-07,Return_to_owner,Dog,Neutered Male,Brownish,365
7637,A670002,2014-01-04,Return_to_owner,Dog,Spayed Female,Whitish,1095
7638,A706336,2015-06-30,Return_to_owner,Dog,Intact Male,Whitish,730
7639,A666972,2013-11-14,Adoption,Cat,Spayed Female,Orangeish,60
7640,A717644,2015-12-15,Return_to_owner,Dog,Neutered Male,Brownish,2920
7641,A575803,2014-11-14,Return_to_owner,Dog,Neutered Male,Other,2555
7642,A678311,2014-07-27,Adoption,Dog,Neutered Male,Blackish,300
7643,A662399,2013-10-17,Adoption,Cat,Spayed Female,Other,60
7644,A713935,2015-10-15,Euthanasia,Cat,Intact Female,Orangeish,30
7645,A685487,2015-09-07,Adoption,Dog,Neutered Male,Brownish,1095
7646,A664023,2013-10-19,Adoption,Cat,Spayed Female,Blackish,60
7647,A685495,2014-08-17,Transfer,Cat,Neutered Male,Brownish,60
7648,A699324,2015-03-26,Return_to_owner,Dog,Spayed Female,Blackish,150
7649,A667469,2013-12-06,Transfer,Dog,Neutered Male,Brownish,1095
7650,A676356,2015-07-25,Adoption,Dog,Spayed Female,Brownish,1095
7651,A670865,2014-01-19,Transfer,Dog,Intact Male,Brownish,730
7652,A681923,2014-06-23,Return_to_owner,Dog,Neutered Male,Whitish,5110
7653,A663408,2014-04-03,Adoption,Dog,Spayed Female,Other,365
7654,A689337,2014-10-06,Adoption,Dog,Spayed Female,Brownish,60
7655,A664231,2013-10-13,Adoption,Dog,Spayed Female,Whitish,730
7656,A699890,2015-11-15,Transfer,Dog,Spayed Female,Brownish,730
7657,A672228,2014-03-01,Adoption,Dog,Spayed Female,Other,30
7658,A690994,2014-11-03,Adoption,Dog,Spayed Female,Whitish,60
7659,A703250,2015-05-27,Transfer,Dog,Intact Male,Blackish,120
7660,A720688,2016-02-18,Adoption,Dog,Neutered Male,Other,365
7661,A706312,2015-08-04,Transfer,Dog,Neutered Male,Blackish,730
7662,A669217,2013-12-21,Adoption,Dog,Neutered Male,Other,365
7663,A718890,2016-01-13,Adoption,Dog,Neutered Male,Brownish,150
7664,A694201,2014-12-22,Return_to_owner,Dog,Neutered Male,Blackish,1460
7665,A693452,2014-12-20,Adoption,Dog,Neutered Male,Brownish,365
7666,A665662,2014-01-01,Adoption,Cat,Neutered Male,Whitish,120
7667,A651982,2013-10-12,Return_to_owner,Dog,Spayed Female,Blackish,2555
7668,A700627,2015-04-23,Return_to_owner,Dog,Spayed Female,Other,730
7669,A613280,2014-04-07,Adoption,Dog,Spayed Female,Brownish,1095
7670,A680419,2014-06-08,Transfer,Cat,Intact Female,Other,60
7671,A689984,2014-10-13,Transfer,Cat,Intact Male,Blackish,90
7672,A716566,2015-11-25,Transfer,Dog,Intact Female,Blackish,150
7673,A708085,2015-07-23,Transfer,Cat,Intact Male,Brownish,730
7674,A682073,2014-06-27,Euthanasia,Dog,Intact Female,Blueish,1095
7675,A514631,2014-04-20,Transfer,Cat,Neutered Male,Blackish,2190
7676,A701702,2015-05-30,Adoption,Cat,Spayed Female,Other,1825
7677,A647580,2014-09-05,Return_to_owner,Dog,Neutered Male,Whitish,730
7678,A673682,2014-07-13,Adoption,Dog,Spayed Female,Brownish,1095
7679,A668863,2014-02-22,Adoption,Dog,Spayed Female,Whitish,365
7680,A668423,2014-12-15,Transfer,Dog,Intact Male,Other,1095
7681,A719139,2016-02-03,Transfer,Cat,Intact Female,Brownish,300
7682,A707069,2015-11-01,Adoption,Cat,Spayed Female,Other,150
7683,A701363,2015-05-04,Adoption,Dog,Neutered Male,Blueish,365
7684,A530461,2015-08-07,Return_to_owner,Dog,Spayed Female,Brownish,2555
7685,A663918,2013-10-15,Transfer,Cat,Spayed Female,Blackish,2920
7686,A685351,2014-08-08,Return_to_owner,Dog,Intact Male,Other,2190
7687,A717593,2015-12-12,Return_to_owner,Dog,Spayed Female,Whitish,1460
7688,A691126,2016-01-06,Return_to_owner,Dog,Neutered Male,Whitish,3650
7689,A665204,2013-10-24,Euthanasia,Dog,Neutered Male,Blackish,1460
7690,A676515,2014-04-14,Return_to_owner,Dog,Neutered Male,Whitish,90
7691,A671482,2014-01-29,Adoption,Dog,Intact Female,Blackish,30
7692,A667002,2013-11-11,Transfer,Dog,Intact Female,Brownish,90
7693,A691012,2015-11-13,Return_to_owner,Dog,Intact Male,Other,1460
7694,A711456,2015-09-08,Transfer,Cat,Neutered Male,Whitish,2190
7695,A692376,2014-12-12,Transfer,Dog,Intact Female,Blackish,30
7696,A692243,2014-11-24,Adoption,Cat,Spayed Female,Whitish,60
7697,A669883,2014-05-01,Adoption,Cat,Neutered Male,Other,1095
7698,A710352,2015-10-06,Transfer,Dog,Intact Female,Brownish,730
7699,A688976,2014-09-27,Transfer,Cat,Intact Male,Orangeish,21
7700,A695438,2015-02-02,Adoption,Dog,Spayed Female,Other,1095
7701,A706503,2015-08-21,Adoption,Dog,Spayed Female,Blueish,180
7702,A683317,2014-09-12,Adoption,Dog,Neutered Male,Brownish,60
7703,A670900,2014-01-22,Adoption,Cat,Spayed Female,Blackish,365
7704,A672918,2014-03-21,Adoption,Cat,Spayed Female,Brownish,365
7705,A669942,2014-01-03,Adoption,Dog,Neutered Male,Blackish,120
7706,A698677,2015-03-21,Return_to_owner,Dog,Spayed Female,Blackish,730
7707,A687053,2014-09-04,Transfer,Cat,Spayed Female,Other,730
7708,A695692,2015-01-24,Adoption,Dog,Spayed Female,Other,1095
7709,A698642,2015-03-16,Return_to_owner,Dog,Neutered Male,Whitish,730
7710,A573141,2015-11-15,Transfer,Dog,Neutered Male,Whitish,4745
7711,A321341,2014-03-30,Adoption,Cat,Spayed Female,Other,3650
7712,A698527,2015-05-02,Adoption,Dog,Spayed Female,Blackish,730
7713,A677287,2014-04-23,Transfer,Cat,Intact Male,Brownish,4
7714,A689878,2014-10-12,Transfer,Cat,Intact Male,Blackish,730
7715,A695364,2015-02-07,Transfer,Dog,Neutered Male,Other,1825
7716,A682577,2014-07-23,Transfer,Dog,Intact Female,Blackish,30
7717,A690241,2014-10-16,Transfer,Cat,Intact Male,Brownish,21
7718,A697776,2015-03-07,Adoption,Cat,Neutered Male,Whitish,730
7719,A678082,2014-05-16,Return_to_owner,Dog,Spayed Female,Other,730
7720,A596406,2016-01-07,Adoption,Dog,Spayed Female,Blackish,1460
7721,A683768,2014-08-05,Adoption,Cat,Spayed Female,Brownish,90
7722,A665975,2013-11-09,Adoption,Dog,Spayed Female,Blueish,1825
7723,A678830,2014-05-13,Transfer,Cat,Unknown,Blackish,21
7724,A698188,2015-03-13,Transfer,Dog,Intact Male,Whitish,6
7725,A717947,2015-12-22,Adoption,Dog,Neutered Male,Whitish,120
7726,A670320,2014-01-25,Adoption,Cat,Neutered Male,Orangeish,365
7727,A707364,2015-07-20,Adoption,Cat,Intact Male,Brownish,30
7728,A716250,2015-12-27,Adoption,Dog,Spayed Female,Blackish,365
7729,A709846,2015-08-22,Adoption,Dog,Neutered Male,Blackish,730
7730,A701186,2015-04-25,Euthanasia,Cat,Neutered Male,Brownish,730
7731,A703273,2015-07-23,Adoption,Cat,Neutered Male,Orangeish,90
7732,A664489,2013-11-14,Adoption,Dog,Spayed Female,Blackish,60
7733,A683809,2014-07-30,Transfer,Cat,Intact Male,Blackish,730
7734,A696632,2015-02-09,Return_to_owner,Dog,Intact Male,Other,365
7735,A712512,2015-09-28,Return_to_owner,Cat,Intact Female,Other,3650
7736,A698827,2015-03-24,Adoption,Dog,Neutered Male,Other,150
7737,A718550,2016-01-02,Return_to_owner,Dog,Spayed Female,Whitish,4015
7738,A703478,2015-05-27,Return_to_owner,Dog,Neutered Male,Brownish,730
7739,A710317,2015-08-25,Return_to_owner,Dog,Spayed Female,Blackish,2190
7740,A672214,2014-02-13,Transfer,Dog,Spayed Female,Whitish,365
7741,A691544,2014-11-09,Transfer,Cat,Intact Male,Blueish,28
7742,A715732,2015-11-27,Adoption,Cat,Neutered Male,Orangeish,90
7743,A701606,2015-05-09,Adoption,Dog,Neutered Male,Blackish,365
7744,A634845,2015-07-16,Adoption,Dog,Neutered Male,Brownish,1095
7745,A705361,2015-06-17,Transfer,Cat,Intact Male,Brownish,365
7746,A716381,2015-12-18,Transfer,Dog,Intact Female,Whitish,730
7747,A665938,2013-11-04,Transfer,Cat,Spayed Female,Blackish,365
7748,A679478,2014-06-21,Adoption,Cat,Spayed Female,Other,60
7749,A671917,2014-02-15,Adoption,Cat,Neutered Male,Orangeish,60
7750,A712991,2016-01-09,Adoption,Dog,Spayed Female,Blackish,365
7751,A665909,2013-10-30,Adoption,Dog,Neutered Male,Blackish,365
7752,A688863,2015-03-30,Adoption,Dog,Neutered Male,Blackish,365
7753,A701504,2015-05-31,Adoption,Cat,Spayed Female,Brownish,60
7754,A664629,2013-10-06,Transfer,Cat,Intact Male,Orangeish,7
7755,A704670,2015-07-20,Adoption,Dog,Spayed Female,Blackish,1095
7756,A691357,2014-11-07,Transfer,Cat,Neutered Male,Orangeish,365
7757,A664181,2013-12-21,Adoption,Cat,Spayed Female,Orangeish,90
7758,A669709,2013-12-26,Return_to_owner,Dog,Intact Female,Blueish,730
7759,A689294,2014-10-05,Adoption,Dog,Neutered Male,Blackish,365
7760,A659967,2013-10-12,Adoption,Cat,Spayed Female,Other,1095
7761,A691382,2014-11-06,Adoption,Dog,Neutered Male,Blackish,3650
7762,A718151,2016-01-04,Transfer,Dog,Spayed Female,Other,30
7763,A690419,2014-10-25,Transfer,Dog,Neutered Male,Whitish,1460
7764,A710158,2015-09-06,Transfer,Dog,Neutered Male,Brownish,90
7765,A712651,2015-09-30,Transfer,Dog,Spayed Female,Blueish,1460
7766,A694309,2014-12-27,Transfer,Dog,Intact Female,Brownish,2
7767,A678569,2014-05-14,Transfer,Cat,Intact Female,Brownish,30
7768,A689398,2014-12-06,Adoption,Dog,Neutered Male,Blackish,730
7769,A672472,2014-03-01,Adoption,Cat,Neutered Male,Brownish,150
7770,A718986,2016-01-10,Return_to_owner,Dog,Spayed Female,Other,1460
7771,A703506,2016-01-25,Adoption,Dog,Spayed Female,Brownish,365
7772,A688543,2014-09-24,Transfer,Cat,Intact Male,Blackish,30
7773,A719507,2016-01-27,Transfer,Cat,Spayed Female,Blackish,300
7774,A706221,2015-06-27,Transfer,Cat,Intact Male,Blackish,30
7775,A662378,2013-12-28,Adoption,Cat,Spayed Female,Blueish,120
7776,A673314,2014-03-21,Return_to_owner,Dog,Spayed Female,Brownish,2555
7777,A663954,2013-10-05,Return_to_owner,Dog,Neutered Male,Whitish,365
7778,A713338,2015-10-06,Transfer,Cat,Intact Male,Brownish,365
7779,A698943,2015-03-23,Adoption,Dog,Neutered Male,Other,365
7780,A697744,2015-03-03,Transfer,Cat,Neutered Male,Orangeish,365
7781,A659891,2015-08-16,Adoption,Dog,Neutered Male,Blackish,730
7782,A676781,2014-04-20,Adoption,Dog,Spayed Female,Brownish,365
7783,A710435,2015-08-23,Euthanasia,Cat,Neutered Male,Brownish,4380
7784,A680348,2014-06-05,Transfer,Cat,Intact Female,Orangeish,30
7785,A684035,2014-07-18,Transfer,Cat,Intact Male,Brownish,21
7786,A666712,2013-11-15,Transfer,Cat,Intact Male,Brownish,30
7787,A699598,2015-03-31,Transfer,Cat,Unknown,Brownish,150
7788,A666931,2013-11-24,Transfer,Dog,Neutered Male,Blackish,730
7789,A690676,2015-04-21,Adoption,Dog,Spayed Female,Blackish,730
7790,A666058,2013-11-03,Adoption,Cat,Neutered Male,Orangeish,60
7791,A702079,2015-05-14,Euthanasia,Dog,Intact Male,Other,2555
7792,A670784,2014-10-23,Adoption,Dog,Neutered Male,Blackish,365
7793,A672019,2014-02-17,Adoption,Dog,Spayed Female,Blackish,365
7794,A675695,2014-04-01,Return_to_owner,Dog,Neutered Male,Whitish,730
