,AnimalID,Date,OutcomeType,AnimalType,SexuponOutcome,AgeuponOutcome,Breed,Color
2004,A682595,2014-06-30,Return_to_owner,Dog,Spayed Female,7 years,Golden Retriever Mix,Red
2005,A719421,2016-01-29,Transfer,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Calico
2006,A706131,2015-07-01,Adoption,Dog,Neutered Male,2 years,Staffordshire Mix,Blue/White
2007,A515661,2015-04-24,Return_to_owner,Dog,Spayed Female,9 years,Rat Terrier Mix,White/Tan
2008,A706377,2015-07-09,Transfer,Dog,Spayed Female,5 years,Pit Bull Mix,White/Brown
2009,A704741,2015-07-10,Adoption,Dog,Spayed Female,1 year,Border Collie Mix,Black/White
2010,A709628,2015-08-12,Transfer,Cat,Unknown,1 year,Domestic Shorthair Mix,Brown Tabby/White
2011,A677170,2014-04-30,Return_to_owner,Dog,Neutered Male,2 years,Jack Russell Terrier,White/Brown
2012,A714566,2015-10-27,Adoption,Dog,Spayed Female,1 year,German Shepherd/Alaskan Husky,Sable
2013,A672897,2014-02-19,Transfer,Dog,Intact Female,4 months,Pit Bull Mix,White/Tan
2014,A676925,2014-04-24,Adoption,Dog,Spayed Female,2 months,Great Pyrenees Mix,White
2015,A704774,2015-08-29,Adoption,Cat,Neutered Male,3 months,Domestic Longhair Mix,Blue Tabby
2016,A663863,2014-02-09,Adoption,Dog,Spayed Female,1 year,Australian Shepherd Mix,Brown/White
2017,A674109,2014-04-22,Adoption,Dog,Spayed Female,3 months,Basset Hound Mix,Brown/White
2018,A705215,2015-06-14,Transfer,Cat,Unknown,3 weeks,Domestic Shorthair Mix,Brown Tabby/White
2019,A668721,2013-12-18,Transfer,Dog,Intact Male,8 years,Jack Russell Terrier Mix,White/Brown
2020,A667576,2013-12-31,Transfer,Cat,Intact Female,2 months,Domestic Shorthair Mix,Black
2021,A704444,2015-06-05,Transfer,Dog,Intact Male,4 weeks,Australian Shepherd Mix,Brown
2022,A703477,2015-05-25,Euthanasia,Cat,Intact Male,1 month,Domestic Shorthair Mix,Brown Tabby/White
2023,A719767,2016-02-01,Adoption,Dog,Spayed Female,1 year,Dachshund/Pit Bull,Brown/White
2024,A704318,2015-06-05,Transfer,Cat,Intact Male,3 weeks,Domestic Shorthair Mix,Orange Tabby
2025,A675164,2015-09-09,Return_to_owner,Dog,Neutered Male,8 years,Labrador Retriever Mix,Yellow
2026,A716706,2015-12-27,Transfer,Dog,Intact Male,2 months,Toy Poodle Mix,White/Tan
2027,A677766,2014-05-07,Adoption,Dog,Neutered Male,1 year,Labrador Retriever Mix,Black/White
2028,A708011,2015-07-24,Transfer,Cat,Intact Male,3 days,Domestic Shorthair Mix,Brown Tabby
2029,A666685,2013-11-05,Return_to_owner,Dog,Intact Male,3 months,Chihuahua Shorthair Mix,Brown/White
2030,A614684,2013-11-15,Adoption,Cat,Spayed Female,10 years,Domestic Shorthair Mix,Brown Tabby
2031,A669485,2013-12-25,Euthanasia,Dog,Intact Male,2 years,Pit Bull/St. Bernard Smooth Coat,White/Black
2032,A713851,2015-10-19,Adoption,Cat,Neutered Male,2 months,Domestic Medium Hair Mix,Cream Tabby/White
2033,A699092,2015-03-24,Euthanasia,Cat,Neutered Male,5 years,Domestic Shorthair Mix,Black/White
2034,A667337,2013-12-02,Transfer,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Tortie/White
2035,A678356,2014-05-11,Transfer,Dog,Intact Female,2 months,Labrador Retriever Mix,Brown/White
2036,A694452,2014-12-29,Transfer,Cat,Intact Female,3 weeks,Domestic Shorthair Mix,Brown Tabby
2037,A714668,2015-10-27,Return_to_owner,Dog,Spayed Female,10 years,Basset Hound Mix,Tricolor
2038,A714218,2015-12-02,Adoption,Cat,Spayed Female,2 months,Domestic Longhair Mix,Tortie
2039,A685008,2014-08-07,Adoption,Dog,Neutered Male,5 months,Rat Terrier/Chihuahua Shorthair,Black/Tan
2040,A706580,2015-08-25,Adoption,Dog,Spayed Female,4 years,Carolina Dog/Chihuahua Shorthair,White/Cream
2041,A698387,2015-03-14,Adoption,Dog,Spayed Female,1 year,Chihuahua Shorthair Mix,Brown
2042,A666443,2013-11-01,Transfer,Dog,Spayed Female,2 years,Pit Bull Mix,Brown Brindle/White
2043,A695770,2015-01-23,Adoption,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Silver Tabby
2044,A678746,2014-05-16,Transfer,Dog,Intact Male,2 years,Chihuahua Shorthair Mix,Tan/White
2045,A667230,2013-12-06,Adoption,Dog,Neutered Male,2 months,Australian Shepherd Mix,White/Tan
2046,A704799,2015-06-20,Transfer,Cat,Intact Female,3 weeks,Domestic Shorthair Mix,Blue Tabby
2047,A712059,2015-10-17,Euthanasia,Dog,Neutered Male,3 years,Rottweiler Mix,Black/Tan
2048,A707827,2015-07-23,Adoption,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Brown Tabby
2049,A683772,2014-07-24,Adoption,Cat,Spayed Female,1 month,Domestic Shorthair Mix,Blue
2050,A700334,2015-05-07,Adoption,Dog,Neutered Male,1 year,Cairn Terrier/Chihuahua Shorthair,Gray/White
2051,A392615,2015-07-26,Return_to_owner,Dog,Neutered Male,10 years,Dachshund/Parson Russell Terrier,Brown/White
2052,A675885,2014-05-31,Adoption,Dog,Spayed Female,2 months,Beagle Mix,Brown/White
2053,A515112,2014-04-22,Return_to_owner,Dog,Neutered Male,8 years,Shiba Inu/Dachshund,Brown
2054,A713283,2015-10-12,Adoption,Dog,Spayed Female,2 years,Australian Cattle Dog/Plott Hound,Brown Brindle
2055,A710703,2015-09-14,Transfer,Dog,Spayed Female,1 year,Tibetan Terrier Mix,Gray
2056,A683742,2014-07-14,Transfer,Cat,Unknown,1 weeks,Domestic Shorthair Mix,Brown Tabby
2057,A696532,2015-02-17,Adoption,Dog,Neutered Male,8 months,Shih Tzu,Chocolate/Tan
2058,A718467,2016-01-03,Return_to_owner,Dog,Neutered Male,3 years,Alaskan Husky Mix,Cream/Black
2059,A673384,2014-03-13,Return_to_owner,Dog,Neutered Male,12 years,Chihuahua Shorthair Mix,Brown
2060,A705076,2015-06-17,Transfer,Cat,Intact Female,3 years,Domestic Shorthair Mix,Tortie
2061,A719987,2016-02-07,Transfer,Cat,Intact Male,2 years,Domestic Shorthair Mix,Orange Tabby/White
2062,A695639,2015-01-30,Return_to_owner,Dog,Spayed Female,2 years,Chihuahua Shorthair Mix,Black
2063,A701961,2015-05-13,Adoption,Dog,Spayed Female,2 months,Labrador Retriever Mix,Black/White
2064,A665065,2013-10-13,Transfer,Cat,Unknown,1 week,Domestic Medium Hair Mix,Black
2065,A705937,2015-06-26,Adoption,Dog,Neutered Male,1 month,Chihuahua Shorthair Mix,Black
2066,A669102,2013-12-18,Adoption,Dog,Neutered Male,4 years,Jack Russell Terrier Mix,White/Tricolor
2067,A716167,2015-11-27,Adoption,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Torbie
2068,A698635,2015-03-20,Euthanasia,Cat,Intact Female,6 months,Domestic Longhair Mix,Calico
2069,A702268,2015-05-12,Transfer,Cat,Unknown,1 year,Domestic Shorthair Mix,Black
2070,A713829,2015-12-16,Adoption,Cat,Intact Male,3 months,Domestic Shorthair Mix,Blue
2071,A703246,2015-05-26,Adoption,Cat,Intact Female,2 months,Domestic Shorthair Mix,Tortie
2072,A695939,2015-07-22,Return_to_owner,Dog,Spayed Female,9 months,Siberian Husky Mix,Sable
2073,A666357,2013-11-24,Transfer,Cat,Neutered Male,3 years,Domestic Shorthair Mix,Black
2074,A708432,2015-09-21,Transfer,Cat,Intact Female,1 month,Domestic Shorthair Mix,Black
2075,A688995,2014-09-28,Transfer,Cat,Intact Female,5 months,Domestic Shorthair Mix,Brown Tabby
2076,A681284,2014-06-26,Transfer,Dog,Spayed Female,3 months,Australian Cattle Dog/Labrador Retriever,Tan/White
2077,A683882,2014-08-07,Adoption,Dog,Neutered Male,7 years,German Shepherd Mix,Black/Brown
2078,A696928,2015-07-03,Transfer,Cat,Neutered Male,2 years,Domestic Shorthair Mix,Black
2079,A716083,2015-11-14,Return_to_owner,Dog,Intact Male,9 months,Rottweiler,Black/Brown
2080,A712368,2015-10-04,Adoption,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Brown Tabby/White
2081,A673590,2014-03-04,Return_to_owner,Dog,Spayed Female,1 year,Greyhound/Dalmatian,Tricolor
2082,A687720,2014-09-14,Adoption,Dog,Spayed Female,5 months,Whippet/Australian Kelpie,Brown Brindle/White
2083,A520040,2014-07-22,Return_to_owner,Dog,Spayed Female,6 years,Labrador Retriever/Queensland Heeler,Black/White
2084,A692621,2014-11-24,Transfer,Dog,Intact Male,1 month,Chihuahua Shorthair/Yorkshire Terrier,Brown/Black
2085,A687614,2014-09-21,Adoption,Dog,Spayed Female,3 years,Tibetan Terrier Mix,Gray
2086,A691430,2014-11-05,Transfer,Cat,Intact Male,4 months,Domestic Shorthair Mix,Cream Tabby
2087,A500361,2014-08-27,Adoption,Dog,Spayed Female,9 years,Labrador Retriever Mix,Black/White
2088,A664848,2014-03-09,Adoption,Dog,Spayed Female,6 years,Dachshund Mix,Chocolate/Tricolor
2089,A715309,2016-01-23,Adoption,Dog,Spayed Female,2 years,Jack Russell Terrier Mix,Tricolor
2090,A688101,2014-09-14,Transfer,Cat,Unknown,2 weeks,Domestic Shorthair Mix,Brown Tabby
2091,A674665,2014-03-24,Return_to_owner,Cat,Neutered Male,3 years,Domestic Shorthair Mix,Black
2092,A684374,2014-07-27,Transfer,Dog,Intact Female,4 months,Australian Kelpie Mix,Black/Tan
2093,A669133,2014-03-11,Euthanasia,Dog,Neutered Male,4 years,Pit Bull Mix,Black/White
2094,A671230,2014-01-25,Adoption,Dog,Spayed Female,2 months,Dachshund/Harrier,Black/Tan
2095,A685270,2014-08-10,Transfer,Dog,Intact Female,1 month,Pit Bull Mix,Red
2096,A665438,2013-10-24,Adoption,Dog,Spayed Female,2 years,Golden Retriever/Border Collie,Gold/White
2097,A688551,2014-12-28,Adoption,Cat,Intact Male,4 months,Manx Mix,Brown Tabby/White
2098,A719336,2016-01-25,Adoption,Dog,Neutered Male,1 year,Belgian Malinois Mix,Tan
2099,A707441,2015-07-19,Transfer,Dog,Spayed Female,1 year,Great Pyrenees,White
2100,A688736,2015-01-11,Transfer,Cat,Spayed Female,6 months,Domestic Shorthair Mix,Black
2101,A683127,2014-07-08,Transfer,Cat,Intact Female,3 months,Domestic Shorthair Mix,Brown Tabby/White
2102,A675604,2014-04-02,Return_to_owner,Dog,Neutered Male,2 years,Labrador Retriever/Catahoula,Yellow
2103,A676912,2014-04-17,Euthanasia,Cat,Intact Female,1 year,Domestic Longhair Mix,Tortie
2104,A713266,2015-10-21,Transfer,Cat,Spayed Female,5 years,Domestic Shorthair Mix,Tortie
2105,A688687,2014-09-23,Transfer,Cat,Intact Female,3 months,Domestic Shorthair Mix,Brown Tabby
2106,A689135,2014-10-05,Adoption,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Tortie
2107,A715100,2015-11-25,Adoption,Dog,Intact Male,1 year,Labrador Retriever/Pit Bull,Black/White
2108,A700506,2015-04-28,Transfer,Dog,Spayed Female,6 years,Australian Cattle Dog Mix,White/Black
2109,A711280,2015-09-07,Transfer,Dog,Intact Female,1 month,German Shepherd Mix,Brown/Black
2110,A669458,2013-12-24,Adoption,Dog,Intact Female,2 months,German Shepherd Mix,Black/Tan
2111,A711316,2015-09-05,Adoption,Cat,Spayed Female,2 years,Domestic Longhair Mix,Calico
2112,A682722,2014-07-02,Return_to_owner,Dog,Spayed Female,1 year,Labrador Retriever Mix,Tan/White
2113,A683098,2014-08-04,Transfer,Cat,Neutered Male,10 years,Domestic Shorthair Mix,Brown Tabby/White
2114,A683254,2014-07-08,Transfer,Cat,Intact Male,3 weeks,Domestic Medium Hair Mix,Brown Tabby
2115,A626847,2014-10-04,Adoption,Dog,Spayed Female,2 years,German Shepherd Mix,Brown/White
2116,A668695,2014-01-05,Transfer,Dog,Spayed Female,3 years,Collie Smooth Mix,Brown/White
2117,A715460,2015-12-28,Transfer,Cat,Neutered Male,1 year,Domestic Shorthair Mix,Brown Tabby/White
2118,A687951,2014-11-01,Transfer,Dog,Spayed Female,10 years,Labrador Retriever Mix,Black
2119,A685739,2014-11-21,Adoption,Dog,Spayed Female,1 year,Pit Bull Mix,Chocolate/White
2120,A695279,2015-01-14,Transfer,Dog,Spayed Female,1 year,Yorkshire Terrier,Silver/Brown
2121,A711482,2015-12-22,Adoption,Cat,Neutered Male,4 months,Domestic Shorthair Mix,Black
2122,A646538,2014-04-27,Adoption,Dog,Spayed Female,2 years,Alaskan Husky Mix,Cream/Gray
2123,A430671,2014-05-27,Euthanasia,Dog,Spayed Female,8 years,Labrador Retriever/Pit Bull,Black/White
2124,A669045,2013-12-13,Transfer,Dog,Intact Female,7 months,Labrador Retriever Mix,Black/White
2125,A699268,2015-08-27,Adoption,Dog,Spayed Female,4 years,Australian Cattle Dog Mix,White/Black
2126,A712592,2015-09-25,Transfer,Cat,Intact Male,2 days,Domestic Shorthair Mix,Brown Tabby
2127,A678320,2014-05-14,Adoption,Dog,Spayed Female,1 year,Labrador Retriever/Boxer,Brown/White
2128,A705469,2015-06-17,Transfer,Cat,Unknown,3 weeks,Domestic Shorthair Mix,Brown Tabby
2129,A691774,2014-12-30,Adoption,Cat,Spayed Female,12 years,Maine Coon Mix,Brown Tabby
2130,A709676,2015-08-19,Adoption,Dog,Neutered Male,1 year,Miniature Pinscher Mix,Chocolate/Tan
2131,A686155,2014-08-22,Adoption,Dog,Neutered Male,6 months,Australian Cattle Dog Mix,Black/Blue Tick
2132,A676714,2014-04-20,Adoption,Dog,Spayed Female,1 year,Jack Russell Terrier Mix,Buff
2133,A693292,2014-12-09,Adoption,Dog,Spayed Female,2 months,Labrador Retriever Mix,Black/White
2134,A719261,2016-01-20,Transfer,Dog,Intact Female,2 months,Labrador Retriever Mix,Black
2135,A720352,2016-02-07,Return_to_owner,Dog,Spayed Female,6 years,Australian Cattle Dog Mix,Black/White
2136,A670551,2014-01-16,Return_to_owner,Dog,Neutered Male,9 months,Labrador Retriever Mix,Black
2137,A609629,2015-03-24,Return_to_owner,Dog,Intact Male,11 years,Rottweiler Mix,Tan
2138,A717496,2015-12-18,Adoption,Dog,Neutered Male,3 years,Staffordshire Mix,White/Chocolate
2139,A716259,2015-11-21,Adoption,Dog,Spayed Female,5 months,Dachshund Mix,Brown Merle/White
2140,A682428,2014-07-08,Transfer,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Brown Tabby
2141,A694061,2014-12-28,Return_to_owner,Cat,Neutered Male,1 year,Domestic Shorthair Mix,Orange Tabby/White
2142,A694681,2015-01-25,Adoption,Cat,Spayed Female,2 months,Domestic Shorthair Mix,White/Blue
2143,A687769,2014-11-22,Adoption,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Brown Tabby
2144,A671150,2014-01-23,Adoption,Dog,Neutered Male,1 year,Tibetan Terrier Mix,Black/White
2145,A593205,2014-04-30,Adoption,Dog,Neutered Male,6 years,Dachshund Mix,Red
2146,A692533,2014-12-04,Transfer,Dog,Spayed Female,1 year,Blue Lacy Mix,Black Brindle/White
2147,A677625,2014-05-30,Adoption,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Brown Tabby
2148,A668896,2013-12-11,Return_to_owner,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Black/White
2149,A670319,2014-01-06,Return_to_owner,Dog,Neutered Male,3 years,Miniature Schnauzer Mix,Silver/Tan
2150,A688941,2014-09-27,Transfer,Cat,Intact Male,4 months,Domestic Shorthair Mix,Brown Tabby
2151,A690002,2014-10-14,Euthanasia,Cat,Intact Male,8 years,Domestic Shorthair Mix,Brown Tabby/White
2152,A701538,2015-05-12,Transfer,Dog,Spayed Female,3 years,Chihuahua Shorthair Mix,Tricolor
2153,A672982,2014-03-27,Euthanasia,Dog,Neutered Male,3 years,Pit Bull Mix,White/Red
2154,A696502,2015-02-08,Euthanasia,Dog,Intact Male,4 years,Plott Hound Mix,Black/Brown Brindle
2155,A689464,2014-10-19,Adoption,Cat,Neutered Male,5 years,Domestic Shorthair Mix,Brown Tabby
2156,A704402,2015-07-01,Adoption,Cat,Intact Female,2 months,Domestic Shorthair Mix,White/Cream Tabby
2157,A680762,2014-07-29,Adoption,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Brown Tabby
2158,A690963,2014-11-02,Transfer,Dog,Neutered Male,2 months,Catahoula Mix,Brown Brindle/White
2159,A699387,2015-03-27,Euthanasia,Cat,Intact Female,14 years,Domestic Shorthair Mix,Blue Tabby/White
2160,A677886,2014-05-04,Adoption,Dog,Spayed Female,1 year,Labrador Retriever Mix,Black
2161,A677264,2014-04-24,Return_to_owner,Dog,Spayed Female,3 years,Jack Russell Terrier Mix,White/Brown
2162,A702917,2015-05-23,Transfer,Dog,Spayed Female,1 year,Chihuahua Shorthair Mix,Tricolor
2163,A676597,2014-04-13,Transfer,Cat,Unknown,8 months,Domestic Shorthair Mix,Brown Tabby
2164,A683874,2014-07-16,Transfer,Cat,Intact Female,4 weeks,Domestic Shorthair Mix,Blue Tabby
2165,A703192,2015-07-18,Adoption,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Brown Tabby
2166,A636638,2014-08-01,Euthanasia,Dog,Spayed Female,6 years,Boston Terrier Mix,White/Black
2167,A665906,2013-11-25,Adoption,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Black/White
2168,A694439,2015-01-04,Return_to_owner,Dog,Neutered Male,2 years,Miniature Poodle Mix,Buff
2169,A718232,2015-12-28,Transfer,Cat,Neutered Male,1 year,Domestic Shorthair Mix,Orange Tabby
2170,A702053,2015-05-09,Return_to_owner,Cat,Neutered Male,4 years,Domestic Longhair Mix,Black/White
2171,A664286,2013-10-07,Adoption,Dog,Spayed Female,2 years,Chihuahua Shorthair Mix,White/Brown
2172,A679129,2014-07-07,Adoption,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Blue
2173,A717232,2016-01-04,Transfer,Dog,Neutered Male,3 years,Pit Bull Mix,Black/White
2174,A670988,2014-01-21,Transfer,Cat,Intact Male,2 years,Domestic Shorthair Mix,Orange Tabby
2175,A685528,2015-08-04,Return_to_owner,Dog,Spayed Female,3 years,German Shepherd Mix,Black/Brown
2176,A662736,2014-04-17,Transfer,Cat,Spayed Female,1 year,Domestic Medium Hair Mix,Black/White
2177,A642671,2013-11-26,Return_to_owner,Cat,Spayed Female,2 years,Domestic Medium Hair Mix,Tortie
2178,A287017,2015-08-16,Return_to_owner,Dog,Spayed Female,14 years,Chihuahua Shorthair Mix,Black/White
2179,A664573,2013-10-10,Adoption,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Brown Tabby
2180,A680192,2014-08-23,Adoption,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Black Smoke/White
2181,A694923,2015-01-10,Euthanasia,Dog,Intact Male,10 years,Pit Bull Mix,Brown/White
2182,A718635,2016-01-10,Transfer,Dog,Neutered Male,6 months,Pit Bull Mix,Black Brindle
2183,A668005,2013-11-30,Adoption,Dog,Neutered Male,4 months,Pit Bull Mix,White/Brown
2184,A624844,2014-06-23,Return_to_owner,Dog,Neutered Male,2 years,American Eskimo Mix,White/Brown
2185,A701941,2015-05-06,Return_to_owner,Dog,Neutered Male,4 years,Queensland Heeler Mix,Red
2186,A698604,2015-04-08,Transfer,Cat,Spayed Female,5 years,Domestic Medium Hair Mix,Blue
2187,A693820,2014-12-15,Euthanasia,Dog,Intact Female,1 year,Pit Bull/Australian Cattle Dog,Black/White
2188,A664605,2013-10-16,Return_to_owner,Dog,Spayed Female,3 years,Pointer Mix,White/Brown
2189,A682191,2014-06-26,Transfer,Cat,Intact Male,4 weeks,Siamese Mix,Flame Point
2190,A658891,2015-03-18,Transfer,Cat,Neutered Male,1 year,Domestic Medium Hair Mix,White
2191,A505682,2014-01-21,Return_to_owner,Dog,Neutered Male,5 years,Labrador Retriever Mix,Black
2192,A706397,2015-07-23,Adoption,Cat,Spayed Female,1 month,Domestic Shorthair,Tortie
2193,A683301,2014-07-18,Transfer,Dog,Neutered Male,7 years,Australian Cattle Dog Mix,Black/Blue Merle
2194,A666488,2013-11-15,Return_to_owner,Dog,Spayed Female,9 years,Labrador Retriever Mix,Brown
2195,A699101,2015-03-24,Return_to_owner,Dog,Neutered Male,1 year,Australian Shepherd/Australian Cattle Dog,Black/White
2196,A666047,2013-10-29,Return_to_owner,Dog,Neutered Male,2 years,Chihuahua Shorthair Mix,Brown/White
2197,A713587,2015-11-03,Adoption,Dog,Spayed Female,10 years,Labrador Retriever Mix,Black/White
2198,A684256,2014-07-25,Adoption,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Calico
2199,A680856,2014-06-10,Return_to_owner,Dog,Neutered Male,2 years,Great Pyrenees Mix,Cream
2200,A700312,2015-05-30,Adoption,Cat,Neutered Male,3 years,Snowshoe Mix,Lynx Point
2201,A689177,2014-10-22,Adoption,Dog,Neutered Male,1 month,Golden Retriever Mix,Brown
2202,A667075,2013-12-08,Adoption,Cat,Neutered Male,4 months,Domestic Shorthair Mix,Black
2203,A706077,2015-06-30,Transfer,Cat,Intact Female,2 years,Domestic Shorthair Mix,Tortie
2204,A713813,2015-10-22,Transfer,Cat,Spayed Female,8 years,Domestic Longhair Mix,Brown Tabby/White
2205,A708424,2015-07-29,Transfer,Dog,Intact Male,3 months,Pit Bull Mix,Tricolor
2206,A699265,2015-03-28,Adoption,Dog,Spayed Female,2 years,Italian Greyhound Mix,Red/White
2207,A698574,2015-03-15,Euthanasia,Cat,Spayed Female,2 years,Domestic Shorthair Mix,Orange Tabby
2208,A688327,2015-09-03,Transfer,Dog,Neutered Male,4 years,American Bulldog Mix,White/Tan
2209,A706800,2015-07-19,Adoption,Cat,Neutered Male,3 months,Domestic Shorthair Mix,Black
2210,A714470,2015-10-28,Adoption,Dog,Neutered Male,1 year,Miniature Pinscher Mix,Black/Brown
2211,A435237,2016-02-16,Return_to_owner,Dog,Neutered Male,9 years,Labrador Retriever Mix,Black/White
2212,A688215,2014-09-16,Transfer,Cat,Intact Male,1 month,Domestic Shorthair Mix,Brown Tabby/White
2213,A482518,2014-06-28,Return_to_owner,Dog,Neutered Male,7 years,Australian Cattle Dog/Border Collie,Tricolor
2214,A682885,2014-07-04,Transfer,Cat,Intact Female,3 weeks,Domestic Shorthair Mix,Brown Tabby
2215,A685426,2014-08-07,Transfer,Cat,Intact Female,2 weeks,Domestic Shorthair Mix,Brown Tabby
2216,A710210,2015-09-17,Adoption,Dog,Neutered Male,2 years,Miniature Pinscher Mix,Black/Brown
2217,A662329,2015-04-07,Adoption,Dog,Neutered Male,2 years,Pit Bull/Catahoula,White/Brown
2218,A671539,2014-02-04,Transfer,Dog,Intact Female,3 months,Border Collie Mix,Black/White
2219,A717448,2015-12-26,Adoption,Dog,Neutered Male,1 year,Black Mouth Cur Mix,Tan/Black
2220,A673662,2014-03-01,Transfer,Cat,Unknown,2 years,Domestic Shorthair Mix,Brown Tabby
2221,A717076,2015-12-23,Adoption,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Brown Tabby/White
2222,A693296,2014-12-06,Transfer,Cat,Intact Male,6 months,Domestic Shorthair Mix,Blue/White
2223,A485651,2013-11-02,Return_to_owner,Dog,Spayed Female,6 years,Doberman Pinsch,Red/Tan
2224,A673729,2014-03-01,Transfer,Dog,Intact Female,1 month,Plott Hound Mix,Black/Brown Brindle
2225,A693157,2014-12-05,Return_to_owner,Dog,Spayed Female,2 years,Dachshund Mix,Red/White
2226,A684283,2014-07-31,Return_to_owner,Dog,Neutered Male,2 years,Border Collie Mix,Black/White
2227,A712176,2015-09-26,Transfer,Dog,Spayed Female,5 months,Labrador Retriever Mix,Cream
